ORF	contig	bin
Ga0196617_1023311	Ga0196617_102331	Unbinned
Ga0196617_1023312	Ga0196617_102331	Unbinned
Ga0196617_1023321	Ga0196617_102332	Unbinned
Ga0196617_1023331	Ga0196617_102333	Unbinned
Ga0196617_1023341	Ga0196617_102334	Unbinned
Ga0196617_1023342	Ga0196617_102334	Unbinned
Ga0196617_1023351	Ga0196617_102335	Unbinned
Ga0196617_1023352	Ga0196617_102335	Unbinned
Ga0196617_1023361	Ga0196617_102336	Unbinned
Ga0196617_1023362	Ga0196617_102336	Unbinned
Ga0196617_1023371	Ga0196617_102337	Unbinned
Ga0196617_1023372	Ga0196617_102337	Unbinned
Ga0196617_1023373	Ga0196617_102337	Unbinned
Ga0196617_1023381	Ga0196617_102338	Unbinned
Ga0196617_1023391	Ga0196617_102339	Unbinned
Ga0196617_1023401	Ga0196617_102340	Unbinned
Ga0196617_1023402	Ga0196617_102340	Unbinned
Ga0196617_1023411	Ga0196617_102341	Unbinned
Ga0196617_1023412	Ga0196617_102341	Unbinned
Ga0196617_1023421	Ga0196617_102342	Unbinned
Ga0196617_1023431	Ga0196617_102343	Unbinned
Ga0196617_1023432	Ga0196617_102343	Unbinned
Ga0196617_1023433	Ga0196617_102343	Unbinned
Ga0196617_1023441	Ga0196617_102344	Unbinned
Ga0196617_1023451	Ga0196617_102345	Unbinned
Ga0196617_1023461	Ga0196617_102346	Unbinned
Ga0196617_1023462	Ga0196617_102346	Unbinned
Ga0196617_1023471	Ga0196617_102347	Unbinned
Ga0196617_1023472	Ga0196617_102347	Unbinned
Ga0196617_1023481	Ga0196617_102348	Unbinned
Ga0196617_1023482	Ga0196617_102348	Unbinned
Ga0196617_1023491	Ga0196617_102349	Unbinned
Ga0196617_1023501	Ga0196617_102350	Unbinned
Ga0196617_1023502	Ga0196617_102350	Unbinned
Ga0196617_1023511	Ga0196617_102351	Unbinned
Ga0196617_1023521	Ga0196617_102352	Unbinned
Ga0196617_1023522	Ga0196617_102352	Unbinned
Ga0196617_1023531	Ga0196617_102353	Unbinned
Ga0196617_1023541	Ga0196617_102354	Unbinned
Ga0196617_1023551	Ga0196617_102355	Unbinned
Ga0196617_1023552	Ga0196617_102355	Unbinned
Ga0196617_1023561	Ga0196617_102356	Unbinned
Ga0196617_1023571	Ga0196617_102357	Unbinned
Ga0196617_1023572	Ga0196617_102357	Unbinned
Ga0196617_1023581	Ga0196617_102358	Unbinned
Ga0196617_1023591	Ga0196617_102359	Unbinned
Ga0196617_1023592	Ga0196617_102359	Unbinned
Ga0196617_1023593	Ga0196617_102359	Unbinned
Ga0196617_1023594	Ga0196617_102359	Unbinned
Ga0196617_1023601	Ga0196617_102360	Unbinned
Ga0196617_1023611	Ga0196617_102361	Unbinned
Ga0196617_1023621	Ga0196617_102362	Unbinned
Ga0196617_1023622	Ga0196617_102362	Unbinned
Ga0196617_1023631	Ga0196617_102363	Unbinned
Ga0196617_1023641	Ga0196617_102364	Unbinned
Ga0196617_1023651	Ga0196617_102365	Unbinned
Ga0196617_1023652	Ga0196617_102365	Unbinned
Ga0196617_1023661	Ga0196617_102366	Unbinned
Ga0196617_1023681	Ga0196617_102368	Unbinned
Ga0196617_1023691	Ga0196617_102369	Unbinned
Ga0196617_1023701	Ga0196617_102370	Unbinned
Ga0196617_1023711	Ga0196617_102371	Unbinned
Ga0196617_1023712	Ga0196617_102371	Unbinned
Ga0196617_1023721	Ga0196617_102372	Unbinned
Ga0196617_1023731	Ga0196617_102373	Unbinned
Ga0196617_1023741	Ga0196617_102374	Unbinned
Ga0196617_1023742	Ga0196617_102374	Unbinned
Ga0196617_1023751	Ga0196617_102375	Unbinned
Ga0196617_1023752	Ga0196617_102375	Unbinned
Ga0196617_1023761	Ga0196617_102376	Unbinned
Ga0196617_1023771	Ga0196617_102377	Unbinned
Ga0196617_1023781	Ga0196617_102378	Unbinned
Ga0196617_1023782	Ga0196617_102378	Unbinned
Ga0196617_1023791	Ga0196617_102379	Unbinned
Ga0196617_1023792	Ga0196617_102379	Unbinned
Ga0196617_1023801	Ga0196617_102380	Unbinned
Ga0196617_1023802	Ga0196617_102380	Unbinned
Ga0196617_1023811	Ga0196617_102381	Unbinned
Ga0196617_1023821	Ga0196617_102382	Unbinned
Ga0196617_1023831	Ga0196617_102383	Unbinned
Ga0196617_1023832	Ga0196617_102383	Unbinned
Ga0196617_1023841	Ga0196617_102384	Unbinned
Ga0196617_1023842	Ga0196617_102384	Unbinned
Ga0196617_1023851	Ga0196617_102385	Unbinned
Ga0196617_1023852	Ga0196617_102385	Unbinned
Ga0196617_1023861	Ga0196617_102386	Unbinned
Ga0196617_1023871	Ga0196617_102387	Unbinned
Ga0196617_1023881	Ga0196617_102388	Unbinned
Ga0196617_1023882	Ga0196617_102388	Unbinned
Ga0196617_1023891	Ga0196617_102389	Unbinned
Ga0196617_1023892	Ga0196617_102389	Unbinned
Ga0196617_1023893	Ga0196617_102389	Unbinned
Ga0196617_1023901	Ga0196617_102390	Unbinned
Ga0196617_1023911	Ga0196617_102391	Unbinned
Ga0196617_1023912	Ga0196617_102391	Unbinned
Ga0196617_1023921	Ga0196617_102392	Unbinned
Ga0196617_1023922	Ga0196617_102392	Unbinned
Ga0196617_1023931	Ga0196617_102393	Unbinned
Ga0196617_1023932	Ga0196617_102393	Unbinned
Ga0196617_1023941	Ga0196617_102394	Unbinned
Ga0196617_1023951	Ga0196617_102395	Unbinned
Ga0196617_1023961	Ga0196617_102396	Unbinned
Ga0196617_1023971	Ga0196617_102397	Unbinned
Ga0196617_1023981	Ga0196617_102398	Unbinned
Ga0196617_1023982	Ga0196617_102398	Unbinned
Ga0196617_1023991	Ga0196617_102399	Unbinned
Ga0196617_1024001	Ga0196617_102400	Unbinned
Ga0196617_1024011	Ga0196617_102401	Unbinned
Ga0196617_1024021	Ga0196617_102402	Unbinned
Ga0196617_1024031	Ga0196617_102403	Unbinned
Ga0196617_1024041	Ga0196617_102404	Unbinned
Ga0196617_1024042	Ga0196617_102404	Unbinned
Ga0196617_1024051	Ga0196617_102405	Unbinned
Ga0196617_1024061	Ga0196617_102406	Unbinned
Ga0196617_1024071	Ga0196617_102407	Unbinned
Ga0196617_1024072	Ga0196617_102407	Unbinned
Ga0196617_1024081	Ga0196617_102408	Unbinned
Ga0196617_1024091	Ga0196617_102409	Unbinned
Ga0196617_1024092	Ga0196617_102409	Unbinned
Ga0196617_1024101	Ga0196617_102410	Unbinned
Ga0196617_1024111	Ga0196617_102411	Unbinned
Ga0196617_1024112	Ga0196617_102411	Unbinned
Ga0196617_1024121	Ga0196617_102412	Unbinned
Ga0196617_1024131	Ga0196617_102413	Unbinned
Ga0196617_1024141	Ga0196617_102414	Unbinned
Ga0196617_1024142	Ga0196617_102414	Unbinned
Ga0196617_1024151	Ga0196617_102415	Unbinned
Ga0196617_1024161	Ga0196617_102416	Unbinned
Ga0196617_1024162	Ga0196617_102416	Unbinned
Ga0196617_1024163	Ga0196617_102416	Unbinned
Ga0196617_1024171	Ga0196617_102417	Unbinned
Ga0196617_1024172	Ga0196617_102417	Unbinned
Ga0196617_1024181	Ga0196617_102418	Unbinned
Ga0196617_1024191	Ga0196617_102419	Unbinned
Ga0196617_1024201	Ga0196617_102420	Unbinned
Ga0196617_1024211	Ga0196617_102421	Unbinned
Ga0196617_1024221	Ga0196617_102422	Unbinned
Ga0196617_1024231	Ga0196617_102423	Unbinned
Ga0196617_1024241	Ga0196617_102424	Unbinned
Ga0196617_1024251	Ga0196617_102425	Unbinned
Ga0196617_1024252	Ga0196617_102425	Unbinned
Ga0196617_1024261	Ga0196617_102426	Unbinned
Ga0196617_1024271	Ga0196617_102427	Unbinned
Ga0196617_1024281	Ga0196617_102428	Unbinned
Ga0196617_1024282	Ga0196617_102428	Unbinned
Ga0196617_1024291	Ga0196617_102429	Unbinned
Ga0196617_1024301	Ga0196617_102430	Unbinned
Ga0196617_1024302	Ga0196617_102430	Unbinned
Ga0196617_1024311	Ga0196617_102431	Unbinned
Ga0196617_1024321	Ga0196617_102432	Unbinned
Ga0196617_1024331	Ga0196617_102433	Unbinned
Ga0196617_1024332	Ga0196617_102433	Unbinned
Ga0196617_1024341	Ga0196617_102434	Unbinned
Ga0196617_1024342	Ga0196617_102434	Unbinned
Ga0196617_1024351	Ga0196617_102435	Unbinned
Ga0196617_1024361	Ga0196617_102436	Unbinned
Ga0196617_1024362	Ga0196617_102436	Unbinned
Ga0196617_1024371	Ga0196617_102437	Unbinned
Ga0196617_1024381	Ga0196617_102438	Unbinned
Ga0196617_1024391	Ga0196617_102439	Unbinned
Ga0196617_1024401	Ga0196617_102440	Unbinned
Ga0196617_1024402	Ga0196617_102440	Unbinned
Ga0196617_1024411	Ga0196617_102441	Unbinned
Ga0196617_1024421	Ga0196617_102442	Unbinned
Ga0196617_1024422	Ga0196617_102442	Unbinned
Ga0196617_1024431	Ga0196617_102443	Unbinned
Ga0196617_1024432	Ga0196617_102443	Unbinned
Ga0196617_1024433	Ga0196617_102443	Unbinned
Ga0196617_1024441	Ga0196617_102444	Unbinned
Ga0196617_1024442	Ga0196617_102444	Unbinned
Ga0196617_1024451	Ga0196617_102445	Unbinned
Ga0196617_1024461	Ga0196617_102446	Unbinned
Ga0196617_1024462	Ga0196617_102446	Unbinned
Ga0196617_1024463	Ga0196617_102446	Unbinned
Ga0196617_1024471	Ga0196617_102447	Unbinned
Ga0196617_1024472	Ga0196617_102447	Unbinned
Ga0196617_1024481	Ga0196617_102448	Unbinned
Ga0196617_1024491	Ga0196617_102449	Unbinned
Ga0196617_1024492	Ga0196617_102449	Unbinned
Ga0196617_1024493	Ga0196617_102449	Unbinned
Ga0196617_1024501	Ga0196617_102450	Unbinned
Ga0196617_1024502	Ga0196617_102450	Unbinned
Ga0196617_1024511	Ga0196617_102451	Unbinned
Ga0196617_1024512	Ga0196617_102451	Unbinned
Ga0196617_1024521	Ga0196617_102452	Unbinned
Ga0196617_1024531	Ga0196617_102453	Unbinned
Ga0196617_1024541	Ga0196617_102454	Unbinned
Ga0196617_1024542	Ga0196617_102454	Unbinned
Ga0196617_1024551	Ga0196617_102455	Unbinned
Ga0196617_1024561	Ga0196617_102456	Unbinned
Ga0196617_1024571	Ga0196617_102457	Unbinned
Ga0196617_1024581	Ga0196617_102458	Unbinned
Ga0196617_1024582	Ga0196617_102458	Unbinned
Ga0196617_1024591	Ga0196617_102459	Unbinned
Ga0196617_1024592	Ga0196617_102459	Unbinned
Ga0196617_1024601	Ga0196617_102460	Unbinned
Ga0196617_1024602	Ga0196617_102460	Unbinned
Ga0196617_1024611	Ga0196617_102461	Unbinned
Ga0196617_1024612	Ga0196617_102461	Unbinned
Ga0196617_1024621	Ga0196617_102462	Unbinned
Ga0196617_1024622	Ga0196617_102462	Unbinned
Ga0196617_1024631	Ga0196617_102463	Unbinned
Ga0196617_1024641	Ga0196617_102464	Unbinned
Ga0196617_1024651	Ga0196617_102465	Unbinned
Ga0196617_1024661	Ga0196617_102466	Unbinned
Ga0196617_1024662	Ga0196617_102466	Unbinned
Ga0196617_1024671	Ga0196617_102467	Unbinned
Ga0196617_1024672	Ga0196617_102467	Unbinned
Ga0196617_1024681	Ga0196617_102468	Unbinned
Ga0196617_1024682	Ga0196617_102468	Unbinned
Ga0196617_1024691	Ga0196617_102469	Unbinned
Ga0196617_1024701	Ga0196617_102470	Unbinned
Ga0196617_1024702	Ga0196617_102470	Unbinned
Ga0196617_1024711	Ga0196617_102471	Unbinned
Ga0196617_1024721	Ga0196617_102472	Unbinned
Ga0196617_1024731	Ga0196617_102473	Unbinned
Ga0196617_1024741	Ga0196617_102474	Unbinned
Ga0196617_1024742	Ga0196617_102474	Unbinned
Ga0196617_1024751	Ga0196617_102475	Unbinned
Ga0196617_1024761	Ga0196617_102476	Unbinned
Ga0196617_1024762	Ga0196617_102476	Unbinned
Ga0196617_1024771	Ga0196617_102477	Unbinned
Ga0196617_1024781	Ga0196617_102478	Unbinned
Ga0196617_1024782	Ga0196617_102478	Unbinned
Ga0196617_1024791	Ga0196617_102479	Unbinned
Ga0196617_1024801	Ga0196617_102480	Unbinned
Ga0196617_1024811	Ga0196617_102481	Unbinned
Ga0196617_1024812	Ga0196617_102481	Unbinned
Ga0196617_1024821	Ga0196617_102482	Unbinned
Ga0196617_1024822	Ga0196617_102482	Unbinned
Ga0196617_1024831	Ga0196617_102483	Unbinned
Ga0196617_1024841	Ga0196617_102484	Unbinned
Ga0196617_1024842	Ga0196617_102484	Unbinned
Ga0196617_1024851	Ga0196617_102485	Unbinned
Ga0196617_1024861	Ga0196617_102486	Unbinned
Ga0196617_1024862	Ga0196617_102486	Unbinned
Ga0196617_1024871	Ga0196617_102487	Unbinned
Ga0196617_1024881	Ga0196617_102488	Unbinned
Ga0196617_1024891	Ga0196617_102489	Unbinned
Ga0196617_1024901	Ga0196617_102490	Unbinned
Ga0196617_1024911	Ga0196617_102491	Unbinned
Ga0196617_1024921	Ga0196617_102492	Unbinned
Ga0196617_1024922	Ga0196617_102492	Unbinned
Ga0196617_1024931	Ga0196617_102493	Unbinned
Ga0196617_1024941	Ga0196617_102494	Unbinned
Ga0196617_1024951	Ga0196617_102495	Unbinned
Ga0196617_1024961	Ga0196617_102496	Unbinned
Ga0196617_1024971	Ga0196617_102497	Unbinned
Ga0196617_1024981	Ga0196617_102498	Unbinned
Ga0196617_1024991	Ga0196617_102499	Unbinned
Ga0196617_1025001	Ga0196617_102500	Unbinned
Ga0196617_1025011	Ga0196617_102501	Unbinned
Ga0196617_1025021	Ga0196617_102502	Unbinned
Ga0196617_1025031	Ga0196617_102503	Unbinned
Ga0196617_1025041	Ga0196617_102504	Unbinned
Ga0196617_1025051	Ga0196617_102505	Unbinned
Ga0196617_1025052	Ga0196617_102505	Unbinned
Ga0196617_1025061	Ga0196617_102506	Unbinned
Ga0196617_1025071	Ga0196617_102507	Unbinned
Ga0196617_1025072	Ga0196617_102507	Unbinned
Ga0196617_1025081	Ga0196617_102508	Unbinned
Ga0196617_1025091	Ga0196617_102509	Unbinned
Ga0196617_1025101	Ga0196617_102510	Unbinned
Ga0196617_1025102	Ga0196617_102510	Unbinned
Ga0196617_1025111	Ga0196617_102511	Unbinned
Ga0196617_1025121	Ga0196617_102512	Unbinned
Ga0196617_1025122	Ga0196617_102512	Unbinned
Ga0196617_1025131	Ga0196617_102513	Unbinned
Ga0196617_1025132	Ga0196617_102513	Unbinned
Ga0196617_1025133	Ga0196617_102513	Unbinned
Ga0196617_1025141	Ga0196617_102514	Unbinned
Ga0196617_1025151	Ga0196617_102515	Unbinned
Ga0196617_1025152	Ga0196617_102515	Unbinned
Ga0196617_1025161	Ga0196617_102516	Unbinned
Ga0196617_1025171	Ga0196617_102517	Unbinned
Ga0196617_1025172	Ga0196617_102517	Unbinned
Ga0196617_1025181	Ga0196617_102518	Unbinned
Ga0196617_1025191	Ga0196617_102519	Unbinned
Ga0196617_1025201	Ga0196617_102520	Unbinned
Ga0196617_1025211	Ga0196617_102521	Unbinned
Ga0196617_1025212	Ga0196617_102521	Unbinned
Ga0196617_1025213	Ga0196617_102521	Unbinned
Ga0196617_1025221	Ga0196617_102522	Unbinned
Ga0196617_1025222	Ga0196617_102522	Unbinned
Ga0196617_1025231	Ga0196617_102523	Unbinned
Ga0196617_1025232	Ga0196617_102523	Unbinned
Ga0196617_1025241	Ga0196617_102524	Unbinned
Ga0196617_1025251	Ga0196617_102525	Unbinned
Ga0196617_1025252	Ga0196617_102525	Unbinned
Ga0196617_1025253	Ga0196617_102525	Unbinned
Ga0196617_1025261	Ga0196617_102526	Unbinned
Ga0196617_1025262	Ga0196617_102526	Unbinned
Ga0196617_1025263	Ga0196617_102526	Unbinned
Ga0196617_1025271	Ga0196617_102527	Unbinned
Ga0196617_1025272	Ga0196617_102527	Unbinned
Ga0196617_1025281	Ga0196617_102528	Unbinned
Ga0196617_1025282	Ga0196617_102528	Unbinned
Ga0196617_1025291	Ga0196617_102529	Unbinned
Ga0196617_1025301	Ga0196617_102530	Unbinned
Ga0196617_1025311	Ga0196617_102531	Unbinned
Ga0196617_1025312	Ga0196617_102531	Unbinned
Ga0196617_1025331	Ga0196617_102533	Unbinned
Ga0196617_1025341	Ga0196617_102534	Unbinned
Ga0196617_1025342	Ga0196617_102534	Unbinned
Ga0196617_1025351	Ga0196617_102535	Unbinned
Ga0196617_1025361	Ga0196617_102536	Unbinned
Ga0196617_1025371	Ga0196617_102537	Unbinned
Ga0196617_1025381	Ga0196617_102538	Unbinned
Ga0196617_1025391	Ga0196617_102539	Unbinned
Ga0196617_1025401	Ga0196617_102540	Unbinned
Ga0196617_1025402	Ga0196617_102540	Unbinned
Ga0196617_1025411	Ga0196617_102541	Unbinned
Ga0196617_1025421	Ga0196617_102542	Unbinned
Ga0196617_1025422	Ga0196617_102542	Unbinned
Ga0196617_1025431	Ga0196617_102543	Unbinned
Ga0196617_1025441	Ga0196617_102544	Unbinned
Ga0196617_1025442	Ga0196617_102544	Unbinned
Ga0196617_1025451	Ga0196617_102545	Unbinned
Ga0196617_1025461	Ga0196617_102546	Unbinned
Ga0196617_1025471	Ga0196617_102547	Unbinned
Ga0196617_1025472	Ga0196617_102547	Unbinned
Ga0196617_1025481	Ga0196617_102548	Unbinned
Ga0196617_1025491	Ga0196617_102549	Unbinned
Ga0196617_1025492	Ga0196617_102549	Unbinned
Ga0196617_1025501	Ga0196617_102550	Unbinned
Ga0196617_1025511	Ga0196617_102551	Unbinned
Ga0196617_1025521	Ga0196617_102552	Unbinned
Ga0196617_1025531	Ga0196617_102553	Unbinned
Ga0196617_1025532	Ga0196617_102553	Unbinned
Ga0196617_1025541	Ga0196617_102554	Unbinned
Ga0196617_1025542	Ga0196617_102554	Unbinned
Ga0196617_1025551	Ga0196617_102555	Unbinned
Ga0196617_1025552	Ga0196617_102555	Unbinned
Ga0196617_1025561	Ga0196617_102556	Unbinned
Ga0196617_1025562	Ga0196617_102556	Unbinned
Ga0196617_1025571	Ga0196617_102557	Unbinned
Ga0196617_1025581	Ga0196617_102558	Unbinned
Ga0196617_1025591	Ga0196617_102559	Unbinned
Ga0196617_1025601	Ga0196617_102560	Unbinned
Ga0196617_1025611	Ga0196617_102561	Unbinned
Ga0196617_1025621	Ga0196617_102562	Unbinned
Ga0196617_1025631	Ga0196617_102563	Unbinned
Ga0196617_1025641	Ga0196617_102564	Unbinned
Ga0196617_1025651	Ga0196617_102565	Unbinned
Ga0196617_1025652	Ga0196617_102565	Unbinned
Ga0196617_1025661	Ga0196617_102566	Unbinned
Ga0196617_1025671	Ga0196617_102567	Unbinned
Ga0196617_1025672	Ga0196617_102567	Unbinned
Ga0196617_1025681	Ga0196617_102568	Unbinned
Ga0196617_1025682	Ga0196617_102568	Unbinned
Ga0196617_1025691	Ga0196617_102569	Unbinned
Ga0196617_1025692	Ga0196617_102569	Unbinned
Ga0196617_1025701	Ga0196617_102570	Unbinned
Ga0196617_1025711	Ga0196617_102571	Unbinned
Ga0196617_1025721	Ga0196617_102572	Unbinned
Ga0196617_1025722	Ga0196617_102572	Unbinned
Ga0196617_1025731	Ga0196617_102573	Unbinned
Ga0196617_1025741	Ga0196617_102574	Unbinned
Ga0196617_1025751	Ga0196617_102575	Unbinned
Ga0196617_1025752	Ga0196617_102575	Unbinned
Ga0196617_1025761	Ga0196617_102576	Unbinned
Ga0196617_1025771	Ga0196617_102577	Unbinned
Ga0196617_1025781	Ga0196617_102578	Unbinned
Ga0196617_1025791	Ga0196617_102579	Unbinned
Ga0196617_1025792	Ga0196617_102579	Unbinned
Ga0196617_1025801	Ga0196617_102580	Unbinned
Ga0196617_1025811	Ga0196617_102581	Unbinned
Ga0196617_1025821	Ga0196617_102582	Unbinned
Ga0196617_1025822	Ga0196617_102582	Unbinned
Ga0196617_1025831	Ga0196617_102583	Unbinned
Ga0196617_1025841	Ga0196617_102584	Unbinned
Ga0196617_1025851	Ga0196617_102585	Unbinned
Ga0196617_1025861	Ga0196617_102586	Unbinned
Ga0196617_1025862	Ga0196617_102586	Unbinned
Ga0196617_1025871	Ga0196617_102587	Unbinned
Ga0196617_1025872	Ga0196617_102587	Unbinned
Ga0196617_1025881	Ga0196617_102588	Unbinned
Ga0196617_1025891	Ga0196617_102589	Unbinned
Ga0196617_1025901	Ga0196617_102590	Unbinned
Ga0196617_1025911	Ga0196617_102591	Unbinned
Ga0196617_1025912	Ga0196617_102591	Unbinned
Ga0196617_1025921	Ga0196617_102592	Unbinned
Ga0196617_1025931	Ga0196617_102593	Unbinned
Ga0196617_1025932	Ga0196617_102593	Unbinned
Ga0196617_1025933	Ga0196617_102593	Unbinned
Ga0196617_1025941	Ga0196617_102594	Unbinned
Ga0196617_1025942	Ga0196617_102594	Unbinned
Ga0196617_1025951	Ga0196617_102595	Unbinned
Ga0196617_1025961	Ga0196617_102596	Unbinned
Ga0196617_1025971	Ga0196617_102597	Unbinned
Ga0196617_1025972	Ga0196617_102597	Unbinned
Ga0196617_1025981	Ga0196617_102598	Unbinned
Ga0196617_1026001	Ga0196617_102600	Unbinned
Ga0196617_1026002	Ga0196617_102600	Unbinned
Ga0196617_1026011	Ga0196617_102601	Unbinned
Ga0196617_1026012	Ga0196617_102601	Unbinned
Ga0196617_1026021	Ga0196617_102602	Unbinned
Ga0196617_1026051	Ga0196617_102605	Unbinned
Ga0196617_1026061	Ga0196617_102606	Unbinned
Ga0196617_1026062	Ga0196617_102606	Unbinned
Ga0196617_1026063	Ga0196617_102606	Unbinned
Ga0196617_1026071	Ga0196617_102607	Unbinned
Ga0196617_1026072	Ga0196617_102607	Unbinned
Ga0196617_1026081	Ga0196617_102608	Unbinned
Ga0196617_1026091	Ga0196617_102609	Unbinned
Ga0196617_1026092	Ga0196617_102609	Unbinned
Ga0196617_1026101	Ga0196617_102610	Unbinned
Ga0196617_1026102	Ga0196617_102610	Unbinned
Ga0196617_1026111	Ga0196617_102611	Unbinned
Ga0196617_1026112	Ga0196617_102611	Unbinned
Ga0196617_1026121	Ga0196617_102612	Unbinned
Ga0196617_1026122	Ga0196617_102612	Unbinned
Ga0196617_1026131	Ga0196617_102613	Unbinned
Ga0196617_1026141	Ga0196617_102614	Unbinned
Ga0196617_1026151	Ga0196617_102615	Unbinned
Ga0196617_1026152	Ga0196617_102615	Unbinned
Ga0196617_1026161	Ga0196617_102616	Unbinned
Ga0196617_1026171	Ga0196617_102617	Unbinned
Ga0196617_1026172	Ga0196617_102617	Unbinned
Ga0196617_1026181	Ga0196617_102618	Unbinned
Ga0196617_1026182	Ga0196617_102618	Unbinned
Ga0196617_1026183	Ga0196617_102618	Unbinned
Ga0196617_1026191	Ga0196617_102619	Unbinned
Ga0196617_1026201	Ga0196617_102620	Unbinned
Ga0196617_1026202	Ga0196617_102620	Unbinned
Ga0196617_1026211	Ga0196617_102621	Unbinned
Ga0196617_1026221	Ga0196617_102622	Unbinned
Ga0196617_1026231	Ga0196617_102623	Unbinned
Ga0196617_1026241	Ga0196617_102624	Unbinned
Ga0196617_1026251	Ga0196617_102625	Unbinned
Ga0196617_1026252	Ga0196617_102625	Unbinned
Ga0196617_1026261	Ga0196617_102626	Unbinned
Ga0196617_1026271	Ga0196617_102627	Unbinned
Ga0196617_1026281	Ga0196617_102628	Unbinned
Ga0196617_1026282	Ga0196617_102628	Unbinned
Ga0196617_1026283	Ga0196617_102628	Unbinned
Ga0196617_1026291	Ga0196617_102629	Unbinned
Ga0196617_1026301	Ga0196617_102630	Unbinned
Ga0196617_1026302	Ga0196617_102630	Unbinned
Ga0196617_1026311	Ga0196617_102631	Unbinned
Ga0196617_1026321	Ga0196617_102632	Unbinned
Ga0196617_1026322	Ga0196617_102632	Unbinned
Ga0196617_1026331	Ga0196617_102633	Unbinned
Ga0196617_1026332	Ga0196617_102633	Unbinned
Ga0196617_1026341	Ga0196617_102634	Unbinned
Ga0196617_1026351	Ga0196617_102635	Unbinned
Ga0196617_1026361	Ga0196617_102636	Unbinned
Ga0196617_1026362	Ga0196617_102636	Unbinned
Ga0196617_1026371	Ga0196617_102637	Unbinned
Ga0196617_1026372	Ga0196617_102637	Unbinned
Ga0196617_1026381	Ga0196617_102638	Unbinned
Ga0196617_1026382	Ga0196617_102638	Unbinned
Ga0196617_1026391	Ga0196617_102639	Unbinned
Ga0196617_1026401	Ga0196617_102640	Unbinned
Ga0196617_1026411	Ga0196617_102641	Unbinned
Ga0196617_1026421	Ga0196617_102642	Unbinned
Ga0196617_1026422	Ga0196617_102642	Unbinned
Ga0196617_1026431	Ga0196617_102643	Unbinned
Ga0196617_1026432	Ga0196617_102643	Unbinned
Ga0196617_1026441	Ga0196617_102644	Unbinned
Ga0196617_1026442	Ga0196617_102644	Unbinned
Ga0196617_1026451	Ga0196617_102645	Unbinned
Ga0196617_1026452	Ga0196617_102645	Unbinned
Ga0196617_1026461	Ga0196617_102646	Unbinned
Ga0196617_1026471	Ga0196617_102647	Unbinned
Ga0196617_1026481	Ga0196617_102648	Unbinned
Ga0196617_1026482	Ga0196617_102648	Unbinned
Ga0196617_1026491	Ga0196617_102649	Unbinned
Ga0196617_1026501	Ga0196617_102650	Unbinned
Ga0196617_1026521	Ga0196617_102652	Unbinned
Ga0196617_1026531	Ga0196617_102653	Unbinned
Ga0196617_1026541	Ga0196617_102654	Unbinned
Ga0196617_1026551	Ga0196617_102655	Unbinned
Ga0196617_1026561	Ga0196617_102656	Unbinned
Ga0196617_1026562	Ga0196617_102656	Unbinned
Ga0196617_1026571	Ga0196617_102657	Unbinned
Ga0196617_1026572	Ga0196617_102657	Unbinned
Ga0196617_1026581	Ga0196617_102658	Unbinned
Ga0196617_1026582	Ga0196617_102658	Unbinned
Ga0196617_1026583	Ga0196617_102658	Unbinned
Ga0196617_1026591	Ga0196617_102659	Unbinned
Ga0196617_1026601	Ga0196617_102660	Unbinned
Ga0196617_1026602	Ga0196617_102660	Unbinned
Ga0196617_1026611	Ga0196617_102661	Unbinned
Ga0196617_1026621	Ga0196617_102662	Unbinned
Ga0196617_1026622	Ga0196617_102662	Unbinned
Ga0196617_1026631	Ga0196617_102663	Unbinned
Ga0196617_1026632	Ga0196617_102663	Unbinned
Ga0196617_1026641	Ga0196617_102664	Unbinned
Ga0196617_1026651	Ga0196617_102665	Unbinned
Ga0196617_1026652	Ga0196617_102665	Unbinned
Ga0196617_1026661	Ga0196617_102666	Unbinned
Ga0196617_1026671	Ga0196617_102667	Unbinned
Ga0196617_1026672	Ga0196617_102667	Unbinned
Ga0196617_1026681	Ga0196617_102668	Unbinned
Ga0196617_1026682	Ga0196617_102668	Unbinned
Ga0196617_1026691	Ga0196617_102669	Unbinned
Ga0196617_1026701	Ga0196617_102670	Unbinned
Ga0196617_1026711	Ga0196617_102671	Unbinned
Ga0196617_1026712	Ga0196617_102671	Unbinned
Ga0196617_1026721	Ga0196617_102672	Unbinned
Ga0196617_1026722	Ga0196617_102672	Unbinned
Ga0196617_1026731	Ga0196617_102673	Unbinned
Ga0196617_1026741	Ga0196617_102674	Unbinned
Ga0196617_1026742	Ga0196617_102674	Unbinned
Ga0196617_1026751	Ga0196617_102675	Unbinned
Ga0196617_1026752	Ga0196617_102675	Unbinned
Ga0196617_1026761	Ga0196617_102676	Unbinned
Ga0196617_1026771	Ga0196617_102677	Unbinned
Ga0196617_1026781	Ga0196617_102678	Unbinned
Ga0196617_1026782	Ga0196617_102678	Unbinned
Ga0196617_1026791	Ga0196617_102679	Unbinned
Ga0196617_1026792	Ga0196617_102679	Unbinned
Ga0196617_1026801	Ga0196617_102680	Unbinned
Ga0196617_1026811	Ga0196617_102681	Unbinned
Ga0196617_1026812	Ga0196617_102681	Unbinned
Ga0196617_1026821	Ga0196617_102682	Unbinned
Ga0196617_1026822	Ga0196617_102682	Unbinned
